sample,MgO,Al2O3,SiO2,S,Cl,K2O,V,Cr,Co,Ni,Cu,Zn,Ga,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Rh,Pd,Cd,Sn,Sb,Ba,La,Ce,Hf,Ta,W,Hg,Tl,Pb,Bi,Th,U,section,Ti,Fe,Mn,Ca,P
TG01.32B,0.7556383102525897,0.6857059859798887,3.3722506658930764,0.0400666666666666,0.1753666666666666,0.08774915467147464,,0.0016257320378452167,,0.0010758388993162993,0.0008918908641958746,0.00015979991870877845,,,0.0004,0.0003498160603863619,0.1022018090687407,0.00040335318565393804,,,,,,,0.0082,0.0032,0.0093,0.01805,,,,0.0032,,,0.0022,,0.0011,,TG01,,0.332144369674205,0.03480992185165719,36.95653641558245,0.015974707670106808
TG01.34A,0.8212734225557807,1.0174045977967,2.6674134639850338,0.0968,0.5309,0.13301651644624868,,,,0.0010758388993162993,0.012366611903079463,0.0005774234620901351,,,0.0004,0.00011205923446193865,0.0842178194981052,0.0003845361983121659,0.003410285852024408,,,,,,,,,,,,,,,,,,,,TG01,0.027639515834645342,1.4278665596554396,0.04079386658849849,38.78674219286757,0.02208761432113471
TG01.35A,0.5805969124677604,1.5726236564533493,4.886020713965957,0.0341666666666666,0.1652666666666666,0.20894304755055068,,0.0010961014306104754,,0.0011095488231296872,0.006818773803198775,0.0013604676059300813,,,0.0005,0.0008253297122352796,0.08063507157583015,0.00042217017299571024,0.006520834313590894,,,,,,0.0049499999999999,0.0029,,,,,,,,,,,,,TG01,0.036367642862641256,1.6863458139967042,0.031640208550459153,35.67364303390444,0.012434549575188138
TG01.36A,1.5386703954211336,0.7310787262572062,3.7481932084607794,0.0713,0.2941,0.10466580221917911,,,,0.001096064853604328,0.0010986425946262095,0.0003425102189381514,,,,0.00011205923446193865,0.09749506179830099,,,,,,,,,,,,0.0272,,,,,,,,,,TG01,0.024333407111919617,0.7771082043092454,0.03795001166405909,37.58186445564973,0.018449313229525213
TG01.38A,1.1293601370343476,1.0982397166591842,3.9108784451261793,0.1095,0.2574,0.18246795309422878,,,,0.0011365167621803852,0.0009952667294110423,0.0007340322908581244,,,,0.000326040377793941,0.10413368294839888,,0.0020278198691058157,,,,,,,,0.0092,,,,,,,,,,,,TG01,0.01917587750446749,0.24451465736489428,0.01839850905853817,37.40545286841888,0.0216880321203221
TG01.38B,0.80984356131037,3.2793949032184457,14.609117757312053,0.0569999999999999,0.0832333333333333,0.4874004442846184,,0.0012598054364830443,,0.0011162908078923566,0.0012709357033180864,0.0008645396481647299,,,0.0004,0.001538600190008549,0.10135880955761714,0.0005476167552741787,0.015967685196868173,,,,,0.0012,,,0.0116,,,,,,,,,,,,TG01,0.06193488365172014,0.9290152961393776,0.026663462432690195,32.01629024248703,0.013163611836319894
TG01.3B,0.13340359124107165,0.28133138842063665,1.5260617724703152,0.0199666666666666,0.1405333333333333,0.045728057884533144,,0.0009998049565678028,,,0.0013053943250565445,6.844476859409199e-05,,,0.0004,1.6956504092112336e-05,0.21347774453704824,,,,,,,,,,0.009,,,,,,,,,,0.0013,,TG01,,0.113521099620019,0.018220768125760706,22.20412172941814,0.008670064630690458
TG01.40B,0.64555373755058,0.7947995658922812,2.1218254173830893,0.0527666666666666,0.2226333333333333,0.06188724360174323,,0.000932397424737906,,0.0010758388993162993,0.0008574322424574165,0.00022505359736215948,,0.0005,0.0003,0.00020716196483169368,0.12798354411726906,,,0.0006,,,,,0.0051,,0.00935,,0.0221,,,,,0.0013,,,,,TG01,,0.1388779244933575,0.018546626502519332,37.41693182227336,0.014719879355274247
TG01.41A,1.1740405037209525,0.41048449561352796,1.0535124809160923,0.1172,0.4183,0.06874046968716725,,0.0008842491877165844,,0.0009747091278761563,0.005337053068448076,0.000420814633322146,,,,-3.059486109272951e-05,0.12320654688756902,,,,,,,,,,,,,,,,,,,,,,TG01,,0.1444905023309344,0.01946495465520295,37.521342186973804,0.022508227164095344
TG01.43A,1.087537235659095,2.3741689340365943,7.087932132726683,0.0962,0.2211,0.36858714572995277,,,,,0.001202018459841377,0.001203858777162092,,,,0.0013959460944539524,0.14617828356568552,0.00045980414767925453,0.01550686320256209,,,,,,,0.0037,,0.0168,0.0237,,,,,,,,0.0012,,TG01,0.06096509175972063,0.6377960044122474,0.02026478885270153,35.70134374290659,0.02032104038070004
TG01.43B,0.6727429529373898,0.6159752482905373,1.837379554088074,0.0689333333333333,0.1633666666666666,0.0888673126117281,,0.0014620280319726478,,0.0010825808840789891,0.0010986425946262095,0.00010759697578616758,,0.0006,0.0004,0.000326040377793941,0.1685880205697196,,,0.0007,,,,,0.0042,0.0031,0.0081,,,,,,,,,,,0.0011,TG01,0.01712609009637754,0.19009269726124675,0.01659147624196724,36.87522143109225,0.01513348198418554
TG01.45A,0.7884558664041852,0.4619467352438539,1.0671246493779414,0.0668,0.3651,0.10639714354602305,,0.0010286938987806072,,0.0010556129450282707,0.001202018459841377,0.0005774234620901351,,,,0.00025471333001660687,0.1320580417543662,0.00042217017299571024,,,,,,,,,,,,,,,0.0011,,,,,,TG01,0.020432198819103266,0.21003739350549328,0.024886053104915568,38.37514952412091,0.021456695056693755
TG01.45B,0.6526541059000017,0.23790887996225651,0.5260299399381605,0.0566333333333333,0.1520666666666666,0.034402200038095646,,0.0009420270721421935,,0.0011028068383670177,0.0013053943250565445,0.0003033580117461541,,,0.0004,4.0732186684604545e-05,0.1396801623341082,,,,,,,,0.0034,,,,0.0253,,,,,,,,,,TG01,,0.10810897099092698,0.02171633980371745,36.82226014998515,0.015217604552777668
TG01.46B,1.1484099057766983,0.34847508390119375,0.8867303780146014,0.0857333333333333,0.2005666666666666,0.04569198827355726,,0.0012742499075894466,,0.0010488709602656013,0.0008229736207190619,0.00018590139017016222,,,0.0003,0.0003617039016826079,0.13697553890258682,,,,,,0.0016,0.0017,0.0057,,,,,,,,,,,,,,TG01,,0.17074934864245483,0.01730243997307709,36.616704392489,0.018897966928683216
TG01.47A,0.6345856888807415,0.6723329677928894,1.1509121717547601,0.111,0.4265,0.1088859467033612,,,,0.001096064853604328,0.001202018459841377,0.00018590139017016222,,,,4.0732186684604545e-05,0.13500854004329862,,0.002373436364835464,,,,0.0017,,,,,,,,,,0.0012,,,,,,TG01,0.019374244027831035,0.1679430597236665,0.017243192995484664,38.435465584044955,0.014327307368510999
TG01.48B,0.6414551509423769,0.6820841268875762,1.6335934980864115,0.0694666666666666,0.2853666666666667,0.08785736350440242,,0.0015053614452918834,,0.001055612945028291,0.0015121460554868794,0.00018590139017016222,,,0.0005,0.0003498160603863619,0.18221651266621683,,,0.0007,,,0.0021,,0.0035,,0.0075,,,,,,,,,,0.0012,,TG01,,0.19376759941680297,0.015421348434515668,38.19038648243903,0.015750380820527796
TG01.49A,0.7694926875197541,0.8260032749952783,1.8805508327049423,0.1362,0.4184,0.15206127104153203,,,,0.0010556129450282707,0.002339152977208219,,,,0.0004,0.000326040377793941,0.16166839958258064,,0.004101518843483703,,,,,,,,,,,,,,,,,,,,TG01,0.019043633155558463,0.23068366197943685,0.016532229264374813,38.16615695409347,0.02322326899712842
TG01.49B,0.7879016913134986,0.5688353591813663,1.676156854616634,0.06834,0.1681,0.06770166489106087,,0.0012501757890787568,,0.001071793708458714,0.0007885149989807071,0.00018590139017016222,,,0.00035,0.00024044792046106866,0.16012992547478017,,0.0032374776041595847,,,,0.001,,,,,,,,,,0.0011,,,,0.00155,,TG01,0.019043633155558463,0.16583834303457512,0.01596345827948693,38.10206727401007,0.017002405049740633
TG01.49C,0.9962715254116501,0.880291360730595,2.085746563110421,0.0905,0.2358333333333333,0.11772300139246043,,0.002184251587292792,,0.0010623549297909605,0.0010986425946262095,0.00018590139017016222,,,0.0003,0.0004686944733486091,0.16546189738263656,,0.004792751834943,,,,,,0.0048,,,,,,,,,,,,0.0015,0.0013,TG01,0.024234223850237845,0.2885466668287416,0.016443358797986078,38.139968442605074,0.021253398849262778
TG01.4A,0.32169323728762694,0.3719972676765396,0.7320186121957861,0.1266666666666666,0.3944666666666667,0.08374542785314802,,0.0015294355638025444,,0.0010893228688416585,0.0018911908946090913,0.00010759697578616758,,,,0.00020716196483169368,0.21576086821300786,,,0.0005,,,,,,,0.0095,,,,,,,,,,0.0012,,TG01,,0.11144979113234176,0.021034999561403814,38.41096111069688,0.015967697456057472
TG01.50B,0.6784290202741219,0.7583819717223289,2.7713769512664705,0.0517,0.2492,0.09550412103129653,,0.0011875830809510326,,0.0011162908078923566,0.0011331012163645644,0.0002120028616314676,,,0.0004,0.0002784890126090278,0.16570777224004757,0.0003845361983121659,,,,,,,,,,,,,,,,,,,,,TG01,0.01858077793437686,0.18331083237417461,0.016650723219559755,38.44426382412504,0.02430284196072737
TG01.51A,0.8229186298562565,0.7085117580666452,1.9816509188536275,0.1139,0.2592,0.05910988355659784,,0.0012309164942702396,,0.000994935082164185,0.008645080755333434,0.0004991190477061406,,0.0007,0.0005,,0.17842301486616102,,,,,,,,,,,,,,,,,,,,,,TG01,0.025457484077646367,0.1433880316842675,0.014843690402988913,38.588060060433996,0.0212884499195095
TG01.51B,0.6975076523024462,0.5410704261835971,2.2802816308370417,0.0664333333333333,0.182,0.08136483352873762,,0.0010286938987806072,,0.001025274013596228,0.0010986425946262095,0.00029030727601546223,,,0.0004,0.0002309376474241146,0.1776502653142977,,,,,,,,,,,0.0189,0.0229,,,,,,0.0018,,,,TG01,0.01858077793437686,0.22273251004286954,0.01691733461872595,37.81436482339115,0.019269508273298458
TG01.52A,1.3834147801709733,0.2828438130965477,0.18616625164312595,0.1069,0.2531,0.04190467912108613,,0.0015486948586110904,,0.001096064853604328,0.001202018459841377,0.0004991190477061406,,,,,0.1464944083823569,,0.0027190528605651122,,,,,,,,,,,,,,,,,,,,TG01,,0.07333103331879864,0.013866115272712868,38.6996189951995,0.023538728629348898
TG01.52B,0.6289862114019293,0.6681937002588186,3.404937491131563,0.0862333333333333,0.2332333333333333,0.10037351851304512,,0.000913138129929389,,0.001126403785036371,0.001753356407655569,0.0003425102189381514,,,0.0004,0.000326040377793941,0.1692553951826925,0.00044098716033748244,0.007557683800780184,0.0006,,,,0.0013,0.0044,0.0028,,,0.0288,,,,,,,,0.0019,0.0009,TG01,,0.18441330302084155,0.017983780215390727,37.947506940853124,0.01658459629239973
TG01.53B,0.6437209188912778,0.7332677619723399,3.5718958033335304,0.0326666666666666,0.2374,0.0868834840080527,,0.0013175833209086534,,0.0009848221050201707,0.0011503305272337933,0.0005774234620901351,,,0.0003,0.0003022646952014487,0.10251793388541201,0.0003845361983121659,0.005829601322131945,,,,,,,,0.0069,,,,,,,,,,,,TG01,,0.1664062824586156,0.02032403583029396,38.290500831475356,0.010632924564506749
TG01.54A,1.1624374627597023,2.265035553474836,7.827482566828698,0.1257,0.1925,0.3023633399781719,,0.002155362645079987,,0.0012174205793324998,0.0010986425946262095,0.0008906411196261137,,,,0.0008253297122352796,0.16103614994923796,0.00045980414767925453,0.008940149783698777,,,,,0.0013,,,0.008,,,,,,,,,,,,TG01,0.03478071067573291,0.4155980568067474,0.018753990924093095,35.59731142758461,0.02387521890371741
TG01.54B,0.9508695765757138,1.3310735154506823,3.5902656229082592,0.0939666666666666,0.2369333333333333,0.17207990513316504,,,,0.0010623549297909605,0.0013053943250565445,0.0006557278764741296,,,0.0004,0.0006351242514956982,0.1721707684919947,0.00042217017299571024,0.012050698245265607,,,,,,0.00375,0.0036,0.0077,,,,,,,,,,,,TG01,0.034251733280096786,0.4135935647218985,0.01730243997307709,37.42933871551129,0.016037799596550904
TG01.55B,0.6780537975564696,1.6564836246676549,6.198339479268494,0.1101333333333333,0.2712,0.23036839647024457,,0.0012742499075894466,,0.0010623549297909605,0.0020290253815627166,0.0003164087474767676,,,0.00045,0.0008728810774201215,0.15615377778064737,0.00042217017299571024,0.016082890695444604,,,,,,,,0.0069,,,,,,,,,,0.001,,TG01,0.034295814729733094,0.5042300151584826,0.017835662771409477,36.6680503717064,0.014348338010659005
TG01.56A,0.35533339708946027,1.7918456331616521,5.874995412893179,0.0843,0.1536,0.260919356966845,,,,0.0010556129450282707,0.0013053943250565445,0.0007340322908581244,,,,0.0009679838077899478,0.08948656644262734,0.0006856079957805204,0.0030646693562947605,,,,,,0.0042,,,,,,,,,,,,,,TG01,0.030615013685098495,0.4013661630043203,0.06736613603872921,36.50308337020473,0.01790251653367639
TG01.58A,1.2117070919160553,2.187543689159101,7.097183121001727,0.0983,0.1677,0.3044193078037991,,,,0.0010758388993162993,0.0017188977859172144,0.0016736852634660594,,,0.0004,0.001110637903344616,0.14396540984898623,,0.014124397219643496,,,,,,,,0.0073,,,,,,,,,,,,TG01,0.062221413074356406,0.8466640796535021,0.021064623050200112,35.73825510949259,0.012518672143780269
TG01.5B,0.5114260476328452,0.2910825475153237,1.7579532118980619,0.0270666666666666,0.1158,0.05579147934681357,,0.0008842491877165844,,0.0010758388993162993,0.0015121460554868794,,,,0.0005,0.0002784890126090278,0.10912143005587979,,,,,,0.001,0.0013,0.0037999999999999,,,,,,,,,,,,,,TG01,,0.16012554059275577,0.0224273035348273,36.613027003080525,0.012252284009905192
TG01.60A,0.5343723599815862,1.629021176605068,4.507567188866457,0.0969333333333333,0.2218,0.2333982437922215,,,,0.0011028068383670177,0.0014776874337484214,0.0008384381767034244,,,0.00045,0.0006588999340881191,0.172486893308666,0.0005350720970463432,0.005023162832095867,0.0005499999999999,,,,,,,0.0082,,,,,,,,0.0022,,,,TG01,0.03480275140055105,0.39064213035037854,0.020146294897516497,36.94148317669542,0.013170622050369252
TG01.61B,0.4886817782859169,0.6634574229842566,1.562052522092745,0.0704,0.2292,0.08998547055198146,,0.0016064727430366995,,0.001096064853604328,0.0217738156376597,0.00026420580455407847,,,0.0005,0.0003022646952014487,0.17747464041614702,,,,,,,0.0018,0.0049,0.0031,,,,,,,,,0.003,,,,TG01,0.01547303573501468,0.19119516790791352,0.021538598870939986,38.414432291353485,0.021246388635213442
TG01.62A,0.5872210365986232,0.7377652353507055,2.801420636997801,0.0866,0.1992,0.09893073407400853,,,,0.0008938053107240419,0.0013053943250565445,0.0004991190477061406,,,0.0004,0.0004686944733486091,0.1913841323496855,,,,,,,,,,,,,,,,,,,,,,TG01,0.01653099052628691,0.20482571408488617,0.02444170077297191,38.28843874395658,0.026440957245777278
TG01.62B,0.45851964444386134,0.34369900597726566,0.6586714908722304,0.0483666666666666,0.1479666666666666,0.03923552790886835,,0.0014042501475470671,,0.0010623549297909605,0.0007540563772422491,0.00026420580455407847,,,0.0004,6.450786927702552e-05,0.16957151999936382,,,0.0006,,,,,,,,,,0.0003,,0.0039,,,,,0.0015,0.001,TG01,,0.10105984049254163,0.018724367435296794,38.70779860902396,0.016276146874228594
TG01.64A,0.814952362927637,0.5394385995595882,1.3257558501530742,0.101,0.2538,0.07847926465066445,,0.0011153607254190212,,0.0011365167621803852,0.001202018459841377,0.0004991190477061406,,,0.0005,0.00025471333001660687,0.11951842402640352,,,0.0007,,,,,,0.0029,0.0092,0.0171,0.02,,,0.0038,,,,,,,TG01,,0.1433880316842675,0.026219110100746543,39.129770451615116,0.01706129084775512
TG01.66B,0.4358908282408261,0.34799747610880105,1.5500262373351896,0.0408333333333333,0.1333,0.023364899079465495,,0.0010864717832062168,,0.0010556129450282707,0.0008918908641958746,0.00026420580455415685,,,0.0003,5.068662795937545e-06,0.20852512240919743,,,0.0005,,,,,,,0.0087,,,,,,,,,,0.0012,,TG01,,0.16022576519699824,0.023375255176307043,36.86965379479157,0.021036082213733123
TG01.67A,,0.4116785150945098,1.4885732437938324,0.0763,0.2357,0.07220315234085516,,0.0009998049565678028,,0.001096064853604328,0.0022357771119930515,0.000420814633322146,,,0.0005,0.00011205923446193865,0.2138289943333498,0.0003845361983121659,,,,,,0.0016,0.0034,,,,,,,,,,,,,,TG01,,0.17275384072730382,0.019376084188814216,38.74446939873277,0.018070761670860643
TG01.68B,0.4664628207437021,0.6407891440498549,3.322215234071265,0.0219285714285714,0.1980363636363636,0.06779610169070689,,0.001342345271376747,,0.0010592903912624743,0.001126836012412136,0.0003164087474767676,,0.0005,0.0004166666666666,0.00023526049880455478,0.19620264091894837,0.0004974381223627988,,0.0005,,,,0.0015333333333333,0.0034999999999999,,0.008075,0.0172,,,,,,,,,0.0015,,TG01,,0.16881774717887318,0.02150897538214377,37.842868496775615,0.014237449170242118
TG01.69A,,0.6055872788059936,2.736795876047857,0.0608,0.1779,0.04136363495644739,,0.0014042501475470671,,0.0009342572193000991,0.001202018459841377,0.0004991190477061406,,,,-3.059486109272951e-05,0.19401850582194652,,,,,,,,,,0.0066,,,,,,,,,,,,TG01,,0.15000285556426887,0.02248655051241982,38.36762290467739,0.017797363322936233
TG01.6A,0.5682289944282188,0.38612649820149436,1.5054452843145056,0.1375666666666666,0.4831666666666667,0.09651407013862211,,0.0010286938987806072,,0.0009881930974015155,0.001753356407655569,0.00026420580455407847,,,0.0007,0.00020716196483169368,0.13262004142844852,,,,,,0.0012,0.0018,,,,,,,,,,,,,,,TG01,,0.14616091240164178,0.026396851033524005,38.04390953235567,0.016850984426274807
TG01.6B,0.8477121925072859,0.30517197739091173,1.8433706703042931,0.0498,0.1506666666666666,0.02747683473071986,,0.001433139089759872,,0.001126403785036371,0.0018911908946090913,0.00010759697578616758,,,0.0004,0.0001596105996467805,0.12570042044130944,,,,,,,,,,,,0.0272,,,,,,,,,,TG01,0.015737524432832738,0.13530324694204363,0.016976581596318378,36.53071534295625,0.013429999970194973
TG01.70A,0.6439373935360773,0.4184844261361075,6.5051198713989695,0.0829,0.2089,0.04709870310161794,,,,0.0010556129450282707,0.0018222736511323816,0.001203858777162092,,,,0.000326040377793941,0.15513515337137318,,,,,,,,,,,,,,,,,,,,,,TG01,0.02347381884401093,0.3294048971582449,0.023997348441028254,37.24914663449604,0.015399870118060615
TG01.70B,0.7097889804840678,0.34537063325064066,4.644261553711498,0.0253666666666666,0.2252999999999999,0.037684534636904035,,0.0016064727430366995,,0.0010488709602656013,0.002476987464161741,0.0003425102189381514,,,0.0003,0.00011205923446193865,0.1468105331990282,,,0.0006,,,,,,0.003,,,,,,,,,,,,,TG01,,0.26920331820994975,0.024382453795379396,38.00318330385994,0.016626657576695795
TG01.72A,,0.6157364443943408,2.6429644235438485,0.0963,0.2498,0.060516598384658546,,0.0009709160143549981,,0.0010556129450282707,0.001615521920702047,0.0005774234620901351,,0.0005,0.0005,0.00018338628223927276,0.12594629529872053,,0.002373436364835464,,,,,,,,,,0.0213,,,,,,,,,,TG01,,0.25012723520247115,0.025863628235191616,38.25472361302468,0.016346249014722043
TG01.72B,0.6464773627017244,0.4256485430219997,1.7647372699664272,0.0263666666666666,0.1809666666666666,0.039127319075940595,,0.0016449913326537628,,0.0010353869907402421,0.0010641839728877515,0.0005513219906287516,,,0.00035,0.0002784890126090278,0.12376854656165133,,0.002373436364835464,,,,0.001,,0.0048,,,,,,,,0.001,,,,,,TG01,,0.22072801795802063,0.029625811312314548,38.924042853492395,0.025831068623484353
TG01.73B,0.48236071865777314,0.550264376187159,1.9101980475102,0.0333333333333333,0.2013333333333333,0.04587233632843678,,0.0012983240261001073,,0.0010893228688416585,0.0007885149989807071,0.00010759697578616758,,0.0005,0.00045,0.00011205923446193865,0.11270417797815485,0.0003845361983121659,,,,,,,0.0048,,0.0074333333333333,0.0201,,,,,,,,,,,TG01,,0.17793211194649672,0.026574591966301467,38.36136790587045,0.01353515318093513
TG01.74A,1.0616468681410818,0.7326309515824826,1.696324009056228,0.1163,0.2363,0.09568446908617616,,0.0011153607254190212,,0.0010151610364522135,0.001615521920702047,0.000420814633322146,,0.0006,0.0005,0.00018338628223927276,0.11909692427084174,0.00045980414767925453,,,,,,,0.0057,0.0029,,,,,,,,,,,0.0011,,TG01,0.022019131006011612,0.28099641330914416,0.01715432252909593,38.131204570650304,0.02090989836084493
TG01.74B,0.949224369275238,1.5879867071086513,5.748565239800925,0.0698666666666666,0.1999666666666666,0.19224281766870185,,0.0020831402895479753,,0.0010623549297909605,0.0008918908641958746,0.0005513219906287516,,,,0.00044491879075611693,0.11691917553377255,0.00042217017299571024,0.012857136735301337,0.0005499999999999,,,,,,,0.0073,0.0243,0.0295,,,,,,,,,,TG01,0.04216435348982031,0.6086974609805244,0.01925759023362918,36.635950542664204,0.01619903451968582
TG01.76A,0.22137888688756518,1.5375194837124775,6.3078095071898375,0.0742,0.2275,0.22456118910312214,,0.0011731386098446305,,0.0010758388993162993,0.0013053943250565445,0.0010472499483941027,,,,0.0008966567600126137,0.05513433636434301,0.0003845361983121659,0.00790330029650983,,,,,,,,0.0075,,,,,,,,,,,,TG01,0.03411948893118776,0.28189843474732607,0.05616845727374904,37.165322776858005,0.013359897829701537
TG01.77A,,1.798333139008321,9.603716367962084,0.0191,0.1770333333333333,0.2753111317462352,,0.0016738802748665674,,0.0011500007317057444,0.020050884550740205,0.0013604676059300813,,0.0007,0.00045,0.0008728810774201215,0.05169208836058851,0.00052252743881847,0.019654261151317864,,,,,,0.0033,0.0031,0.0089,,0.0193,,,,0.0012,,0.0019,,,,TG01,0.035860706191823286,0.557449280011221,0.04188993567395948,35.949653448291926,0.019563937263370895
TG01.79A,0.6403006195034466,1.4863358486277136,6.52230027819548,0.1011,0.1913666666666666,0.22448904988117027,,0.0015486948586110904,,0.0010893228688416585,0.0015810632989635889,0.0008906411196260352,,,0.00035,0.0005875728863107851,0.0935610640797244,0.0003845361983121659,0.012741931236724903,,,,,,0.006,0.0036499999999999,0.0085666666666666,,,,,0.0031,,,,,,,TG01,0.034538262702733,0.355797376275422,0.024500947750564342,36.82521580876206,0.01884188521628846
TG01.79B,0.6042792386088194,2.9906013914182563,17.13155389364046,0.0458999999999999,0.1478666666666666,0.4569937622319218,,,,0.0011668556936124282,0.008197118672734307,0.0010472499483941027,,,0.0003666666666666,0.0014434974596387942,0.09693306212421855,0.0006228847046412674,0.024838508587262588,,,,,,0.0042,0.0062,0.0095,,,,,,,,,,,,TG01,0.05336104169745147,0.6579745580663928,0.046985175746913396,33.37159726419921,0.015491002900702077
TG01.7A,0.6382224629133721,0.40013632677835054,0.7920178790082075,0.0758333333333333,0.2825,0.06628773614080498,,0.001307953673504366,,0.001055612945028291,0.0012709357033180864,0.0004991190477061406,,,0.0005499999999999,0.0001596105996467805,0.11129917879294889,,,,,,,,0.0046,,,0.0239,,,,,,0.0019,,,0.0016,,TG01,,0.09908875660910683,0.03086999784175679,38.12646176935712,0.016339238800672687
TG01.81A,0.574145968052737,0.9409873510138492,4.292327528333788,0.0575333333333333,0.1975,0.15004137282688076,,0.0014909169741854813,,0.0010353869907402421,0.0015466046772252343,0.00018590139017016222,,,0.0003,0.0003498160603863619,0.1426657856026707,0.0003845361983121659,0.004792751834943,0.0006,,,,,,,,,,,,,,0.0011,0.0025,,,0.0009,TG01,0.018779144457740402,0.23168590802186123,0.03409895812054734,37.707651794294755,0.020734643009611316
TG01.81B,0.48417910567408845,1.0993143341920686,4.8263298134293695,0.0499333333333333,0.2119666666666666,0.16392817305260812,,0.0011731386098446305,,0.0010556129450282707,0.0011331012163645644,0.0007079308193967406,,0.0006,0.0005499999999999,0.0005400215211259432,0.14544065899345235,0.00042217017299571024,0.006175217817861591,,,,,,,0.0042,,,,,,,,,,,,0.0012,TG01,0.01906567388037661,0.2478220693048948,0.034543310452491,37.58454516942413,0.018070761670860643
TG01.82A,0.6376163339079335,0.4543050105655687,1.9286559717351661,0.1008,0.2176,0.06062480721758627,,0.0017798063963135272,,0.0010556129450282707,0.0021324012467778845,0.0008123367052421189,,,0.0003,0.00011205923446193865,0.13237416657103754,,,,,,,,,,,,0.0286,,,,,,,,,,TG01,,0.11462357026668588,0.0249749235713043,38.45443678921764,0.014811012137915728
TG01.82B,0.4977563953959096,0.5304834534522228,2.794971376600342,0.04096,0.22532,0.07795986225261127,,0.00139462050014278,,0.001039432181597848,0.0009177348304996666,0.00013369844724747307,,,0.000425,0.00018338628223927276,0.1618791494603615,0.00040335318565393804,,0.0006,,,,0.0013,0.00435,,,,0.02,,,,,,,,,0.0011,TG01,,0.16002531598851333,0.03037824792773917,38.3466308537363,0.018827864788189787
TG01.83A,0.5790238633822178,0.5450902917695698,2.2112075850500528,0.0492,0.2619666666666667,0.06751410291398606,,0.001722028511887918,,0.0011297747774177158,0.0012709357033180864,0.0003425102189381514,,,0.0004,8.828355186944639e-05,0.14045291188597142,,,,,,,,0.0036,0.0038,0.0324333333333333,,,,,0.0035,,,,,,,TG01,,0.12982430191012329,0.027315179186207534,38.50224285152781,0.020496295731933633
TG01.83B,0.44016259456486867,1.7188910428736495,9.330239533621766,0.0462333333333333,0.144,0.25370543477166185,,0.0064887039770006785,,0.0010758388993162993,0.001615521920702047,0.0006818293479354351,,,0.0005,0.0008728810774201215,0.18446451136254635,0.00042217017299571024,0.009746588273734506,0.0006,,,,,0.005,0.0033,0.0087,0.0265,0.0202,,,,,,,,,,TG01,0.04975738318968043,0.5579169948310189,0.023849230997047003,35.27163907212005,0.018393231517130463
TG01.85B,0.8470194736439276,4.576458265409238,15.93214123761857,0.0482333333333333,0.1297,0.7433864733806905,,0.0011298051965254235,,,0.0008229736207190619,0.0006557278764741296,0.0006,,0.0005,0.0038923927666605746,0.0726265762201565,0.0014759214641349512,0.025068919584415456,,,,,,0.0033,0.0034,0.0068,,,,,,,,,,,,TG01,0.03808681939845862,0.4604318631045344,0.03777227073128163,32.84133145874728,0.010667975634753477
TG02.10B,0.2932917638899401,0.19874504098604573,1.7619619734839143,0.0418333333333333,0.2361,0.01871191926357239,,0.0011153607254190212,,0.001096064853604328,0.07611506211909934,,,0.0008,0.0005,0.0001477227583506057,0.20459112469062093,0.0003845361983121659,,,,,,,,,,,,,,,,,,,,,TG02,,0.09822014337233907,0.024500947750564342,38.65590273980156,0.022206787959973544
TG02.11A,0.37435430254583807,0.3925344027494314,0.7299481529151808,0.0676666666666666,0.2965,0.04172433106620653,,0.0011442496676318259,,0.0010353869907402625,0.0015121460554868794,0.000420814633322146,,,0.0004,0.00020716196483169368,0.2647250898174335,,,,,,,,0.0036,,,,,,,,,,,,0.00135,0.00105,TG02,,0.11859914623496948,0.020590647229460156,38.59947027803786,0.021351541845953594
TG02.12A,0.33403229204119517,0.19448637150387638,1.8349566762065157,0.0595,0.2655,0.005871137756146558,,0.0009709160143549981,,0.0010151610364522135,0.001615521920702047,,,,,-3.059486109272951e-05,0.2913849493567156,,,,,,,0.0013,,,,,,,,,,0.0013,,,,,TG02,,0.08104832784546688,0.016887711129929737,38.9574830394218,0.018091792313008677
TG02.12B,0.43646809396029135,0.23504323320789988,0.9929845862022395,0.0331,0.2466,0.0074221310281108845,,0.001539065211206803,,0.0010151610364522135,0.0015466046772252343,0.00026420580455415685,,,0.0004,-3.059486109272951e-05,0.301255068632787,,,0.00065,,,,,,,0.01095,,0.0218,,,,,,0.0024,,0.0021,0.0014,TG02,,0.056292850597583044,0.01567314808928371,38.2152002689149,0.0191503346344596
TG02.13A,0.32697521862073337,0.3189032014222052,0.789330687175934,0.0511333333333333,0.2607666666666666,0.025745493403875924,,0.0011538793150360845,,0.0009679671431134869,0.013193618824800803,0.0004599668405141433,,,0.0005,0.00011205923446193865,0.18741500965147875,,,,,,,,,,0.0064,,,,,,,,,,,,TG02,,0.10984619746446266,0.018250391614556924,38.785470572231,0.018926007784880593
